Company Name,Rating,Review Count,Company Type,Headquarters,Company Age,Number of Employees
Indus Towers,4.1,697 Reviews,Private,Gurgaon + 49 more,13 years old,10000+ employees
Brakes India,4.2,697 Reviews,Partnership,Chennai + 37 more,58 years old,5001-10000 employees
Aon Hewitt,3.9,695 Reviews,Private,London + 11 more,80 years old,10000+ employees
Essar Steel,4.0,695 Reviews,Private,Mumbai + 26 more,22 years old,10000+ employees
Virtusa Consulting Servi...,3.3,687 Reviews,Private,Southborough + 12 more,24 years old,10000+ employees
Quess,4.0,686 Reviews,Public,Bangalore + 46 more,13 years old,10000+ employees
Iksula,4.1,685 Reviews,Partnership,Mumbai + 47 more,13 years old,1001-5000 employees
Reliance Digital,4.2,684 Reviews,Private,Mumbai + 44 more,13 years old,10000+ employees
Tata AIG General Insuran...,3.9,681 Reviews,Private,Mumbai + 45 more,19 years old,1001-5000 employees
GVK Emergency Management...,3.9,678 Reviews,Partnership,Hyderabad + 45 more,15 years old,10000+ employees
Hindustan Aeronautical,4.3,673 Reviews,Private,Bangalore + 23 more,80 years old,10000+ employees
ICICI Securities,3.8,670 Reviews,Public,Mumbai + 46 more,25 years old,5001-10000 employees
Zensar Technologies,3.4,669 Reviews,Public,Pune + 10 more,29 years old,10000+ employees
CMS Infosystems,3.7,669 Reviews,Private,Mumbai + 46 more,11 years old,10000+ employees
Bharti AXA Life Insuranc...,3.9,669 Reviews,Private,Mumbai + 48 more,14 years old,1001-5000 employees
Berger Paints,3.9,666 Reviews,Public,West Bengal + 48 more,97 years old,5001-10000 employees
Gabriel India,4.3,662 Reviews,Public,Pune + 26 more,59 years old,10000+ employees
Parle Products,4.0,661 Reviews,Private,Mumbai + 47 more,91 years old,10000+ employees
Dainik Bhaskar Group Of ...,3.9,660 Reviews,Public,Bhopal + 50 more,62 years old,10000+ employees
PolicyBazaar,3.7,659 Reviews,Private,Gurgaon + 7 more,12 years old,5001-10000 employees
Britannia,4.2,657 Reviews,Public,Bangalore + 49 more,128 years old,10000+ employees
HDFC Ergo General Insura...,4.1,656 Reviews,Public,Mumbai + 46 more,18 years old,1001-5000 employees
Godrej Group,4.2,654 Reviews,Public,Mumbai + 47 more,123 years old,10000+ employees
Oberoi Group of Hotels,4.4,654 Reviews,Private,Delhi + 24 more,86 years old,10000+ employees
Lucas-TVS,4.1,653 Reviews,Private,Chennai + 32 more,57 years old,5001-10000 employees
Delphi TVS,4.2,653 Reviews,Private,Tamil Nadu + 18 more,31 years old,10000+ employees
Dalmia Bharat Cement,4.2,653 Reviews,Public,New Delhi + 46 more,81 years old,10000+ employees
ADP Solutions,4.1,652 Reviews,Private,New Jersey + 7 more,71 years old,10000+ employees
Aricent,3.6,649 Reviews,Private,California + 11 more,29 years old,10000+ employees
Sigma Electric Manufactu...,3.9,649 Reviews,Private,Sigma Drive Garner + 9 more,38 years old,5001-10000 employees
The Himalaya Drug Compan...,4.3,648 Reviews,Private,Bangalore + 50 more,90 years old,10000+ employees
The Jaypee Group,4.1,645 Reviews,Public,Noida + 47 more,62 years old,10000+ employees
KFC,4.3,641 Reviews,Private,Plano + 47 more,68 years old,10000+ employees
Deloitte Support Service...,4.0,640 Reviews,,Hyderabad + 18 more,16 years old,1001-5000 employees
Crompton Greaves,4.1,639 Reviews,Public,Mumbai + 49 more,142 years old,10000+ employees
Panasonic,4.1,638 Reviews,Private,Osaka + 42 more,102 years old,10000+ employees
Whirlpool,4.0,637 Reviews,Public,Benton Harbor + 46 more,109 years old,10000+ employees
BT Group,4.0,636 Reviews,Private,London + 7 more,174 years old,10000+ employees
Cadila Pharmaceuticals,3.8,635 Reviews,Public,Ahmedabad + 48 more,69 years old,10000+ employees
Gannon Dunkerley,3.9,635 Reviews,Private,Mumbai + 41 more,96 years old,10000+ employees
Dharampal Satyapal Group,4.1,633 Reviews,Private,Noida + 47 more,91 years old,10000+ employees
Intex Technologies,3.8,630 Reviews,Public,New Delhi + 48 more,24 years old,10000+ employees
Shree Cement,4.3,629 Reviews,Public,Kolkata + 48 more,41 years old,5001-10000 employees
SRF,4.2,628 Reviews,Public,Gurugram + 26 more,50 years old,10000+ employees
Toyota Kirloskar Motor,4.3,626 Reviews,Private,Bangalore + 47 more,23 years old,5001-10000 employees
Sony,4.4,625 Reviews,Public,Tokyo + 47 more,74 years old,10000+ employees
Endurance Technologies,3.9,622 Reviews,Public,Aurangabad + 22 more,35 years old,1001-5000 employees
Taj Hotels Resorts and P...,4.4,620 Reviews,,Mumbai + 44 more,117 years old,10000+ employees
Narayana Health,4.2,618 Reviews,,Bengaluru + 35 more,20 years old,10000+ employees
Uflex,4.0,618 Reviews,Public,Noida + 24 more,35 years old,10000+ employees
Coromandel International,4.1,617 Reviews,Public,Secunderabad + 47 more,59 years old,10000+ employees
Kalpataru Power Transmis...,4.1,616 Reviews,Public,Mumbai + 46 more,51 years old,10000+ employees
Metro,4.0,616 Reviews,Private,Bangalore + 38 more,56 years old,10000+ employees
Barclays Shared Services,4.2,615 Reviews,Private,Noida + 10 more,13 years old,10000+ employees
TVS Logistics Services,4.1,614 Reviews,Private,Chennai + 46 more,16 years old,10000+ employees
Access Healthcare,3.9,614 Reviews,Private,Chennai + 8 more,9 years old,10000+ employees
Hinduja Group,4.0,613 Reviews,Public,Mumbai + 47 more,106 years old,10000+ employees
GeBBS Healthcare Solutio...,3.9,613 Reviews,Private,California + 5 more,15 years old,10000+ employees
Fiserv,4.0,611 Reviews,Private,Brookfield + 16 more,36 years old,10000+ employees
Adecco Group,3.9,609 Reviews,Private,Zurich + 44 more,24 years old,10000+ employees
Parle Agro,4.2,608 Reviews,Private,Mumbai + 48 more,35 years old,10000+ employees
Yazaki,4.0,608 Reviews,Private,Tokyo + 26 more,79 years old,10000+ employees
WABCO,4.1,607 Reviews,Public,Berne + 26 more,151 years old,10000+ employees
Consolidated Contractors...,4.5,607 Reviews,Public,Marousi + 29 more,68 years old,10000+ employees
Aforeserve.com,3.5,606 Reviews,Private,Noida + 47 more,20 years old,1001-5000 employees
HDFC Sales,4.1,603 Reviews,Private,Mumbai + 43 more,16 years old,5001-10000 employees
Robert Bosch Engineering...,3.9,602 Reviews,Private,Bangalore + 9 more,30 years old,10000+ employees
Cogent E Services,3.4,602 Reviews,Private,Noida + 14 more,16 years old,5001-10000 employees
AXA Business Services,3.8,599 Reviews,Private,Bangalore + 4 more,20 years old,10000+ employees
Volkswagen,4.2,596 Reviews,Private,Berlin + 47 more,83 years old,10000+ employees
International Tractors,4.1,595 Reviews,Private,Hoshiarpur + 47 more,51 years old,10000+ employees
Angel Broking,3.8,591 Reviews,Private,Mumbai + 44 more,33 years old,5001-10000 employees
Samsung Mobile,4.4,590 Reviews,Private,Suwon-si + 47 more,51 years old,10000+ employees
Sify Technologies,3.8,589 Reviews,Private,Chennai + 45 more,25 years old,1001-5000 employees
Info Edge,3.9,588 Reviews,Public,Noida + 40 more,25 years old,1001-5000 employees
TVS Credit Services,4.2,588 Reviews,Public,Chennai + 47 more,11 years old,10000+ employees
Future Generali India In...,3.8,586 Reviews,Private,Mumbai + 46 more,13 years old,1001-5000 employees
Johnson Controls,4.0,584 Reviews,Public,Cork + 41 more,135 years old,10000+ employees
Varroc Group,3.9,584 Reviews,Public,Aurangabad + 22 more,32 years old,10000+ employees
Reckitt Benckiser,4.1,584 Reviews,Private,Slough + 49 more,197 years old,10000+ employees
iQor Global Services,4.0,584 Reviews,Private,Saint Petersburg + 46 more,63 years old,10000+ employees
Ocwen Financial Solution...,3.8,582 Reviews,Private,Florida + 3 more,32 years old,10000+ employees
Bharat Petroleum,4.3,582 Reviews,Private,Mumbai + 48 more,68 years old,10000+ employees
Sopra Steria,3.8,579 Reviews,Private,Paris + 8 more,52 years old,10000+ employees
Swiggy,4.0,578 Reviews,Private,Bangalore + 47 more,6 years old,10000+ employees
United Phosphorus,4.3,576 Reviews,Public,Mumbai + 50 more,51 years old,10000+ employees
Exl India,3.6,573 Reviews,,New Delhi + 16 more,63 years old,10000+ employees
Telenor,4.4,573 Reviews,Private,Fornebu + 45 more,165 years old,10000+ employees
Datamatics Global Servic...,3.5,569 Reviews,Public,Mumbai + 14 more,45 years old,10000+ employees
V-mart,4.2,569 Reviews,Public,Gurgaon + 42 more,18 years old,1001-5000 employees
jCB,4.1,568 Reviews,Private,Rocester + 47 more,41 years old,10000+ employees
Kansai Nerolac Paints,3.8,566 Reviews,Public,Mumbai + 49 more,100 years old,10000+ employees
ValueLabs,3.2,565 Reviews,Private,Hyderabad + 9 more,23 years old,5001-10000 employees
Mahindra Rural Housing F...,4.1,565 Reviews,Public,Mumbai + 44 more,13 years old,10000+ employees
Badve Engineering,4.0,564 Reviews,Private,Pune + 24 more,24 years old,1001-5000 employees
JK Cement,4.2,564 Reviews,Public,Kanpur + 48 more,46 years old,10000+ employees
Trident Group,3.7,562 Reviews,Public,Ludhiana + 26 more,30 years old,10000+ employees
InterGlobe Technologies,3.8,561 Reviews,Public,Gurugram + 21 more,22 years old,10000+ employees
Saint-Gobain,4.1,561 Reviews,Private,Paris + 44 more,355 years old,10000+ employees
Sterlite Technologies,4.2,561 Reviews,Public,Pune + 38 more,32 years old,1001-5000 employees
Tata Technologies,3.7,560 Reviews,Private,Singapore + 21 more,31 years old,10000+ employees
SGS,4.0,560 Reviews,Private,Geneva + 49 more,142 years old,10000+ employees
Utkarsh Small Finance Ba...,3.9,560 Reviews,Public,Varanasi + 47 more,11 years old,5001-10000 employees
Kent RO Systems,3.5,559 Reviews,Private,Noida + 48 more,21 years old,1001-5000 employees
Lodha group,4.0,554 Reviews,Private,Mumbai + 16 more,40 years old,5001-10000 employees
SRL Diagnostics,4.0,553 Reviews,Private,Gurugram + 48 more,25 years old,5001-10000 employees
Tikona Infinet,3.8,551 Reviews,Private,Mumbai + 36 more,12 years old,1001-5000 employees
GMR Group,4.2,551 Reviews,Public,New Delhi + 33 more,42 years old,10000+ employees
Tata Sky,4.3,549 Reviews,Public,Mumbai + 45 more,14 years old,1001-5000 employees
Mother Dairy Fruit & Veg...,4.2,546 Reviews,Private,Noida + 46 more,46 years old,5001-10000 employees
Johnson & Johnson,4.3,544 Reviews,Private,New Brunswick + 47 more,133 years old,10000+ employees
Microland,3.5,542 Reviews,Public,Bengaluru + 24 more,31 years old,1001-5000 employees
Myntra,4.1,541 Reviews,Private,Bangalore + 45 more,13 years old,10000+ employees
Akums Drugs & Pharmaceut...,4.2,541 Reviews,Private,New Delhi + 14 more,16 years old,5001-10000 employees
Inox Leisure,4.2,540 Reviews,Public,Mumbai + 47 more,21 years old,10000+ employees
Kotak Securities,3.9,538 Reviews,Private,Mumbai + 47 more,26 years old,5001-10000 employees
DHL Express,4.2,536 Reviews,Private,Bonn + 45 more,51 years old,10000+ employees
BYJU'S,3.0,536 Reviews,Private,Bangalore + 46 more,9 years old,10000+ employees
Procter & Gamble,4.3,534 Reviews,Private,Cincinnati + 50 more,183 years old,10000+ employees
Akzo Nobel India,4.2,534 Reviews,Public,Gurugram + 46 more,66 years old,10000+ employees
Bharat Forge,4.0,532 Reviews,Public,Pune + 9 more,54 years old,10000+ employees
GAMMON INDIA,4.1,530 Reviews,Public,Mumbai + 44 more,101 years old,10000+ employees
Adani Wilmar,4.2,530 Reviews,Public,Ahmedabad + 49 more,21 years old,10000+ employees
Walmart,4.2,530 Reviews,Private,Bentonville + 42 more,58 years old,10000+ employees
Relaxo Footwear,4.0,530 Reviews,Public,New Delhi + 49 more,44 years old,10000+ employees
Pantaloons,4.2,528 Reviews,Public,Mumbai + 48 more,23 years old,10000+ employees
Bharat Financial Inclusi...,4.4,527 Reviews,Public,Hyderabad + 49 more,22 years old,10000+ employees
General Electric Interna...,4.2,526 Reviews,Private,Boston + 37 more,128 years old,10000+ employees
Max Fashion,4.4,526 Reviews,Private,Abu Dhabi + 48 more,16 years old,5001-10000 employees
Marriott International,4.4,525 Reviews,Private,Bethesda + 44 more,93 years old,10000+ employees
Verizon,3.6,523 Reviews,Private,New York + 6 more,20 years old,10000+ employees
Dr Lal PathLabs,4.3,521 Reviews,Public,Gurugram + 48 more,71 years old,1001-5000 employees
USHA International,4.1,520 Reviews,Public,Gurgaon + 48 more,85 years old,5001-10000 employees
Novartis Healthcare,4.1,518 Reviews,Public,Basel + 39 more,24 years old,10000+ employees
NTPC,4.4,513 Reviews,Private,New Delhi + 46 more,45 years old,10000+ employees
Motherson Automotive Tec...,4.1,513 Reviews,Private,Noida + 26 more,23 years old,10000+ employees
Apotex Research,4.5,513 Reviews,Private,Toronto + 3 more,46 years old,10000+ employees
Sapient Corporation,3.6,512 Reviews,Private,Boston + 8 more,30 years old,10000+ employees
ITC Hotels,4.4,511 Reviews,Public,Kolkata + 45 more,45 years old,10000+ employees
AECOM,4.2,511 Reviews,Private,Los Angeles + 45 more,30 years old,10000+ employees
Reliance Trends,4.2,511 Reviews,Private,Mumbai + 46 more,14 years old,5001-10000 employees
Cromā,4.4,510 Reviews,Private,Mumbai + 33 more,14 years old,1001-5000 employees
Petrofac,4.2,510 Reviews,Private,London + 22 more,39 years old,10000+ employees
JW Marriott,4.5,510 Reviews,Private,"Washington,D.C. + 23 more",93 years old,10000+ employees
Reliance General Insuran...,3.9,507 Reviews,Private,Mumbai + 48 more,20 years old,5001-10000 employees
AIS Distribution Service...,3.9,506 Reviews,Public,Gurgaon + 34 more,22 years old,10000+ employees
Bayer,4.4,506 Reviews,Public,Leverkusen + 47 more,157 years old,10000+ employees
HCL Technologies BPO Ser...,3.6,505 Reviews,Private,Noida + 15 more,20 years old,10000+ employees
Fujitsu,3.8,504 Reviews,Private,Tokyo + 11 more,85 years old,10000+ employees
Narayana Educational Soc...,3.8,504 Reviews,Private,Hyderabad + 45 more,41 years old,10000+ employees
Persistent Systems,4.0,503 Reviews,Public,Pune + 5 more,30 years old,10000+ employees
ISS Facility Services,4.1,503 Reviews,Private,"Copenhagen,Denmark + 33 more",119 years old,10000+ employees
Steel Strips Wheels,3.5,503 Reviews,Public,Chandigarh + 19 more,29 years old,10000+ employees
Columbia Asia,4.2,503 Reviews,Private,Selangor + 16 more,24 years old,10000+ employees
Magna Infotech,3.5,501 Reviews,Private,Bangalore + 39 more,23 years old,10000+ employees
Synechron,3.3,499 Reviews,Private,New York + 5 more,19 years old,5001-10000 employees
Aarti Industries,4.1,498 Reviews,Public,Mumbai + 22 more,36 years old,1001-5000 employees
Cybage,3.8,497 Reviews,Private,Pune + 3 more,25 years old,10000+ employees
Ivrcl Infrastructures & ...,4.3,497 Reviews,Public,Hyderabad + 46 more,33 years old,5001-10000 employees
Tata Chemicals,4.3,497 Reviews,Public,Mumbai + 49 more,81 years old,10000+ employees
DISH TV,3.8,495 Reviews,Public,Noida + 49 more,17 years old,1001-5000 employees
Karvy Stock Broking,3.4,494 Reviews,Private,Hyderabad Telangana + 48 more,37 years old,10000+ employees
Barclays,3.9,493 Reviews,Private,London + 17 more,330 years old,10000+ employees
Apollo Munich Health Ins...,3.9,491 Reviews,Public,Gurgaon + 49 more,13 years old,5001-10000 employees
CSS Corp,3.7,490 Reviews,Private,California + 16 more,24 years old,10000+ employees
Societe Generale,3.8,490 Reviews,Private,Paris + 8 more,156 years old,10000+ employees
Cavinkare,4.1,490 Reviews,Private,Chennai + 48 more,37 years old,10000+ employees
Medanta the Medicity,4.2,490 Reviews,Private,Gurgaon + 18 more,11 years old,1001-5000 employees
Quest Global,3.2,489 Reviews,Private,Singapore + 21 more,23 years old,10000+ employees
Unisys,3.4,486 Reviews,Private,Blue Bell + 6 more,34 years old,10000+ employees
Jindal Stainless,4.2,486 Reviews,Public,New Delhi + 25 more,50 years old,10000+ employees
Vfs Global Services,3.8,484 Reviews,Private,Mumbai + 19 more,19 years old,5001-10000 employees
Lenskart,3.5,484 Reviews,Private,Delhi + 47 more,12 years old,1001-5000 employees
Altisource,3.4,483 Reviews,Private,Bengaluru + 7 more,11 years old,5001-10000 employees
Bajaj Motor,3.8,483 Reviews,Private,Gurugram + 36 more,34 years old,10000+ employees
Fluor Daniel India,4.1,483 Reviews,Private,Gurgaon + 17 more,25 years old,10000+ employees
Satin Creditcare Network,4.1,482 Reviews,Public,Gurugram + 48 more,30 years old,10000+ employees
Innovsource Services,4.1,481 Reviews,Private,Mumbai + 46 more,16 years old,1001-5000 employees
Shriram City Union Finan...,3.9,477 Reviews,Public,Chennai + 46 more,34 years old,10000+ employees
AGS Health,4.0,475 Reviews,Private,New Jersey + 3 more,9 years old,10000+ employees
Sitel,3.9,474 Reviews,Private,Miami + 11 more,35 years old,10000+ employees
Vardhman Textiles,4.2,473 Reviews,Public,Ludhiana + 34 more,58 years old,10000+ employees
Aptara,3.5,471 Reviews,Private,Falls Church + 10 more,32 years old,5001-10000 employees
Sharekhan,4.1,470 Reviews,Public,Mumbai + 48 more,20 years old,1001-5000 employees
HDFC Securities,3.5,470 Reviews,Public,Mumbai + 46 more,20 years old,10000+ employees
Optum,3.9,470 Reviews,Private,Minnesota + 7 more,14 years old,10000+ employees
Factset Research Systems,3.9,469 Reviews,Private,"Norwalk,Connecticut",42 years old,10000+ employees
ISGEC,4.0,469 Reviews,Public,Noida + 32 more,87 years old,10000+ employees
Fabindia,4.1,469 Reviews,Private,New Delhi + 46 more,60 years old,10000+ employees
Honeywell Automation,4.1,468 Reviews,Public,North Coralina + 35 more,36 years old,10000+ employees
Syngene International,4.0,468 Reviews,Public,Bangalore + 9 more,27 years old,1001-5000 employees
FedEx Express,4.2,468 Reviews,Private,Memphis + 48 more,47 years old,10000+ employees
Sysnet Global Technologi...,3.7,467 Reviews,Private,New Delhi + 45 more,21 years old,1001-5000 employees
Tesco,4.0,464 Reviews,Private,Hertfordshire + 3 more,101 years old,10000+ employees
Piramal Enterprises,4.2,464 Reviews,Public,Mumbai + 46 more,36 years old,10000+ employees
Kendriya Vidyalaya Sanga...,4.4,464 Reviews,Public,New Delhi + 45 more,57 years old,10000+ employees
Grofers,4.0,463 Reviews,Private,Gurgaon + 28 more,7 years old,10000+ employees
HCL ISD,3.9,462 Reviews,Private,New Delhi + 36 more,19 years old,10000+ employees
Metlife Global Operation...,4.2,461 Reviews,Private,Noida + 4 more,13 years old,1001-5000 employees
Lumax Industries,4.0,461 Reviews,Public,Gurgaon + 25 more,75 years old,10000+ employees
RMSI,3.9,461 Reviews,Private,Noida + 7 more,28 years old,1001-5000 employees
Oil And Natural Gas Corp...,4.4,459 Reviews,Private,New Delhi + 43 more,65 years old,10000+ employees
Torrent Power,4.1,457 Reviews,Public,Ahmedabad + 18 more,24 years old,10000+ employees
